createdAtBlockNumber,createdAtTimestamp,id,reserve0,reserve1,reserveETH,token0.name,token00.id,token00.name,token00.symbol,token00.totalLiquidity,token00.decimals,token00.txCount,token00_creator_address,token11.decimals,token11.id,token11.name,token11.symbol,token11.totalLiquidity,token11.txCount,initial_Liquidity_Eth,initial_Liquidity_token,last_transaction_timestamp,last_transaction_date,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_hour,is_rugpull,feature_timestamp,mint_count,swap_count,burn_count,mint_ratio,swap_ratio,burn_ratio,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,swap_rate,active_period,LP_Creator_amount,LP_Creator_address,LP_avg,LP_stdev,total_LP_amount,receiver,current_token_total_supply,burn_amount,timestamp_creator_LP_amount,timestamp_creator_token_amount
11710113,2021-01-23,0xbc310dbf2c8ff8ba586073c98eb408d61e892708,6.18e-14,1.7000000000000002e-17,3.4000000000000004e-17,rulerprotocol.com,0x6ae64a142af272438453756d64a130a43895ea6d,rulerprotocol.com,RULER,6.18e-14,18,8,0x89c94abbe9d62ba69cc18117c17893e21b710811,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.2252,60733960,25.0,100000.0,1611458410,2021-01-24 12:20,burn,1611458410,2021-01-24 12:20,25.59585745,1.7000000000000002e-17,-1.0,21.22h,True,1611458410,1,6,0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.21284755512943432,0.0,6,0,6.0,19817,1581.138830084189664999,0x89c94abbe9d62ba69cc18117c17893e21b710811,100.0,0.0,1581.138830084189664999,0x89c94abbe9d62ba69cc18117c17893e21b710811,99999.99999999999,0,1581.13883008,0
11258123,2020-11-14,0x5b8f181c55b579b145f2d72523a41f7e2b6651ec,1.3900000000000001e-13,8e-18,1.6e-17,DFI,0xa59946f32b4533452c7e705f3d36348ceb55b582,DFI,DeFiStarter,1.3900000000000001e-13,18,195,0x7f7f740e1470b8899bca807e63d43027508ccff0,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,10.0,250000.0,1605390589,2020-11-14 21:49,burn,1605390589,2020-11-14 21:49,11.66877271,8e-18,-1.0,0.8863888888888889h,True,1605390589,1,193,0,0.005154639175257732,0.9948453608247423,0.0,0.0,0.5498248965297676,0.0,110,83,1.3095238095238095,3141,1581.138830084189664999,0x7f7f740e1470b8899bca807e63d43027508ccff0,100.0,0.0,1581.138830084189664999,0x7f7f740e1470b8899bca807e63d43027508ccff0,250000.0,0,1581.13883008,0
12864560,2021-07-20,0x8f77049eeb6fac309ba6b5bb4356ebb30614fa13,5e-18,0.00021305,1e-17,Wrapped Ether,0xc7205902660a4801e90e108d80809e18013f2b75,Yoshi Inu,Yoshi,0.00021305,9,27,0x7a24a4f771ad270ea2b0753a9287a5e5eb663c27,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,5.0,500000000000000.0,1626804738,2021-07-20 18:12,burn,1626804738,2021-07-20 18:12,7.438998238,5e-18,-1.0,1.5291666666666666h,True,1626804738,1,25,0,0.038461538461538464,0.9615384615384616,0.0,0.0,0.1886338393187708,0.0,19,6,2.7142857142857144,5402,1581.138830084189664999,0x7a24a4f771ad270ea2b0753a9287a5e5eb663c27,100.0,0.0,1581.138830084189664999,0x7a24a4f771ad270ea2b0753a9287a5e5eb663c27,1000000000000000.0,500000000000000,1581.13883008,0
12878327,2021-07-22,0x4eb57bacbdf81b3bd9fd8d72b1aa618847239f15,5.01e-13,3e-18,6e-18,Baby Doge Elon,0x36cd2c9dd0ff8428b653546631cf4f385a04fb24,Baby Doge Elon,BabyDogeElon,5.01e-13,18,194,0x057ec01a01d47ac33d74674b82b5001da0c34e3e,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,5.0,500000.0,1627570975,2021-07-29 15:02,burn,1627570975,2021-07-29 15:02,3.3267072310000003,3e-18,-1.0,162.49694444444444h,True,1627570975,1,192,0,0.0051813471502590676,0.9948186528497409,0.0,0.0,0.15098938684201169,0.0,76,116,0.6495726495726496,309333,1581.138830084189664999,0x057ec01a01d47ac33d74674b82b5001da0c34e3e,100.0,0.0,1581.138830084189664999,0x057ec01a01d47ac33d74674b82b5001da0c34e3e,993045.8663303183,6954.1336696816970288637094199657440185546875,1581.13883008,351.57814087000002700733602978289127349853515625
11005472,2020-10-07,0xf73a2ecf5d2a0db6b11241c510877deb6d07dd8b,3.36e-16,2.98e-15,6.72e-16,Wrapped Ether,0xe038ad1b48d4bf5a1f862004b13d56fff0554a27,Time,Time,2.98e-15,18,12,0x55bac20a262fb3e61a66e19b3e3d94a34c493a5c,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,500.0,5000.0,1602058185,2020-10-07 8:09,burn,1602058185,2020-10-07 8:09,530.2821453,3.36e-16,-1.0,7.5441666666666665h,True,1602058185,1,10,0,0.09090909090909091,0.9090909090909091,0.0,0.0,0.126612627012216,0.0,9,1,4.5,17518,1581.138830084189664999,0x55bac20a262fb3e61a66e19b3e3d94a34c493a5c,100.0,0.0,1581.138830084189664999,0x55bac20a262fb3e61a66e19b3e3d94a34c493a5c,10000.0,0,1581.13883008,5004.198956790000011096708476543426513671875
11315127,2020-11-23,0xb7cd0b590a7a2eda16b02b37b6fb88a480a352ad,3.88e-16,2.58e-15,7.76e-16,Wrapped Ether,0xd6834eb32eb70761827ea6676b97ae9d7519ac73,COBWEB FINANCE TOKEN,COB,2.58e-15,18,41,0x05903652d50504c71441dffafb7a85e8b487856a,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,500.0,5000.0,1606181311,2020-11-24 1:28,burn,1606181311,2020-11-24 1:28,612.8770691000001,3.88e-16,-1.0,10.570277777777777h,True,1606181311,1,39,0,0.025,0.975,0.0,0.0,0.21198310360160072,0.0,32,7,4.0,8996,1581.138830084189664999,0x05903652d50504c71441dffafb7a85e8b487856a,100.0,0.0,1581.138830084189664999,0x05903652d50504c71441dffafb7a85e8b487856a,11000.0,0,1581.13883008,5180
11217536,2020-11-08,0x4c7c1e2b5d05243442a221f60b577c5940959b72,1.5e-14,6.7e-17,1.34e-16,NFTLootbox,0x275dc4861cdca27459f9513adacd64110afdeb86,NFTLootbox,LOOT,1.5e-14,18,12,0x746df83bb37a1f6c51a5c930228aaa8f1f2aa05a,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,100.0,25000.0,1604887755,2020-11-09 2:09,burn,1604887755,2020-11-09 2:09,105.4645,6.7e-17,-1.0,10.758055555555556h,True,1604887755,1,10,0,0.09090909090909091,0.9090909090909091,0.0,0.0,0.27705288796102995,0.0,10,0,10.0,11496,1581.138830084189664999,0x746df83bb37a1f6c51a5c930228aaa8f1f2aa05a,100.0,0.0,1581.138830084189664999,0x746df83bb37a1f6c51a5c930228aaa8f1f2aa05a,40000.0,0,1581.13883008,15000
11398807,2020-12-06,0x7321b6fe5f7731bdc018b45c6f9e249693394a25,8.51e-15,1.18e-16,2.36e-16,Capital.finance,0x404a0fe7852d82bba4bebb015f5aff5e058cfb75,Capital.finance,$CAP,8.51e-15,18,51,0x154dc004de1d5cc02806cdd0f36e5d873c19b211,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,100.0,25000.0,1607260008,2020-12-06 13:06,burn,1607260008,2020-12-06 13:06,186.1932493,1.18e-16,-1.0,1.9075h,True,1607260008,1,49,0,0.02,0.98,0.0,0.0,0.3185091063108852,0.0,39,10,3.5454545454545454,2361,1581.138830084189664999,0x154dc004de1d5cc02806cdd0f36e5d873c19b211,100.0,0.0,1581.138830084189664999,0x154dc004de1d5cc02806cdd0f36e5d873c19b211,99999.0,0,1581.13883008,86523.154135529999621212482452392578125
11232810,2020-11-10,0xf2ab8da3f7909485340670af80e201492337d13a,3.3e-17,3.09e-14,6.6e-17,Wrapped Ether,0xc697eb2e5b2b03bb60313c5e61b322ec27e9fc42,Universe Swap,USWAP,3.09e-14,18,6,0xb96a918885362807b9da50a12a9b0c9315a34b69,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,50.0,50000.0,1605061992,2020-11-11 11:33,burn,1605061992,2020-11-11 11:33,51.2,3.3e-17,-1.0,2.879166666666667h,True,1605061992,1,4,0,0.2,0.8,0.0,0.0,0.7673469387755102,0.0,4,0,4.0,245,1581.138830084189664999,0xb96a918885362807b9da50a12a9b0c9315a34b69,100.0,0.0,1581.138830084189664999,0xb96a918885362807b9da50a12a9b0c9315a34b69,150000.0,0,1581.13883008,100000
11164619,2020-10-31,0xa82aefd2db978848b86974f269bea020554ac095,4.46e-14,2.3e-17,4.6e-17,Keep3rV13,0x1510d37241faf7086e611c5faac40790777e1a42,Keep3rV13,KP3R3,4.46e-14,18,9,0x13cefb2507eb980402ee5f81912602d4128d465d,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,25.0,100000.0,1604157766,2020-11-01 0:22,burn,1604157766,2020-11-01 0:22,35.47038352,2.3e-17,-1.0,2.996111111111111h,True,1604157766,1,7,0,0.125,0.875,0.0,0.0,0.6539235412474849,0.0,6,1,3.0,2982,1581.138830084189664999,0x13cefb2507eb980402ee5f81912602d4128d465d,100.0,0.0,1581.138830084189664999,0x13cefb2507eb980402ee5f81912602d4128d465d,197942.65320014706,0,1581.13883008,122108.265727239995612762868404388427734375
11171123,2020-11-01,0xc4b5f434f372290b75b69850086ae55782ed2848,3.87e-14,2.6e-17,5.2e-17,Keep3rV13,0x8df7f60402fb640ca70f3400039106a3b19a77a0,Keep3rV13,KP3R3,3.87e-14,18,18,0xd3ee34e58038b4b0691d8aca70e8a99db5703f08,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,25.0,100000.0,1604234892,2020-11-01 12:48,burn,1604234892,2020-11-01 12:48,40.9457977,2.6e-17,-1.0,0.5608333333333333h,True,1604234892,1,16,0,0.058823529411764705,0.9411764705882353,0.0,0.0,0.46523716699155293,0.0,13,3,3.25,1539,1581.138830084189664999,0xd3ee34e58038b4b0691d8aca70e8a99db5703f08,100.0,0.0,1581.138830084189664999,0xd3ee34e58038b4b0691d8aca70e8a99db5703f08,200061.0,0,1581.13883008,130435.02734068999416194856166839599609375
11466308,2020-12-16,0xddf1d825483135c43597da9314e7b8288e517a4d,8.45e-14,1.2e-17,2.4e-17,Huna Protocol,0x41300f0a9f50fe1d8bbfe74cf5876d31a2ca369c,Huna Protocol,HUNA,8.45e-14,18,7,0xe8d841be216e4dd947d9f7f8deea423b9a5c81da,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,10.0,250000.0,1608395777,2020-12-20 1:36,burn,1608395777,2020-12-20 1:36,18.75,1.2e-17,-1.0,68.23694444444445h,True,1608395777,1,5,0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.5528052805280528,0.0,5,0,5.0,1212,1581.138830084189664999,0xe8d841be216e4dd947d9f7f8deea423b9a5c81da,100.0,0.0,1581.138830084189664999,0xe8d841be216e4dd947d9f7f8deea423b9a5c81da,5000000.0,0,1581.13883008,4772665.272347000427544116973876953125
11101728,2020-10-21,0x58b503ac61074338cfeacbdc0162e1d95c85b77e,2.72e-14,3.7e-17,7.4e-17,UniLaunchpad,0xb342afa4dffb20d7fa1820e60e40c4c2d8d19d64,UniLaunchpad,RELI,2.72e-14,18,7,0x74614e01aba4be82741cc2819655fc8a70f038e9,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,50.0,50000.0,1603339071,2020-10-22 12:57,burn,1603339071,2020-10-22 12:57,58.26,3.7e-17,-1.0,7.226944444444444h,True,1603339071,1,5,0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.4344637946837763,0.0,5,0,5.0,1091,1581.138830084189664999,0x74614e01aba4be82741cc2819655fc8a70f038e9,100.0,0.0,1581.138830084189664999,0x74614e01aba4be82741cc2819655fc8a70f038e9,5000000.0,0,1581.13883008,4950000
12979632,2021-08-07,0x83be65b9ffb538b9d69b1fe5bf23d4426e59e878,1e-18,1.5400000000000001e-12,2e-18,Wrapped Ether,0xc14cc52760710ad139c4b73016c3b706d398db1e,FUNZIES,FUNZIES,1.5400000000000001e-12,18,18,0x9123095c99cafbf1fe4e404a505b34b2e0b75e31,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,1.0,2500000.0,1628532859,2021-08-09 18:14,burn,1628532859,2021-08-09 18:14,1.031712485,1e-18,-1.0,47.608333333333334h,True,1628532859,1,16,0,0.058823529411764705,0.9411764705882353,0.0,0.0,0.28822152886115443,0.0,10,6,1.4285714285714286,2564,1581.138830084189664999,0x9123095c99cafbf1fe4e404a505b34b2e0b75e31,100.0,0.0,1581.138830084189664999,0x9123095c99cafbf1fe4e404a505b34b2e0b75e31,10000000.0,0,1581.13883008,7500000
12455945,2021-05-18,0x8125dcadaaf40dc6a2b342dad13058953924bd6f,0.000311677,4e-18,8e-18,Moon Moon,0x265f6c8696b60ab5041202a5ea397ca1b7552625,Moon Moon,MOONMOON,0.000311677,9,8,0x3aa055f403e5697bbc682d22e2b22a68885605db,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,5.0,500000000000000.0,1621312028,2021-05-18 13:27,burn,1621312028,2021-05-18 13:27,5.1349175019999995,4e-18,-1.0,1.0133333333333334h,True,1621312028,1,6,0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.44214992927864216,0.0,4,2,1.3333333333333333,3535,1581.138830084189664999,0x3aa055f403e5697bbc682d22e2b22a68885605db,100.0,0.0,1581.138830084189664999,0x3aa055f403e5697bbc682d22e2b22a68885605db,1000000000000000.0,0,1581.13883008,15050505050504.982421875
11374009,2020-12-02,0x9887152c3beb4c1baa3925f14e47ad902677b9ed,3.4000000000000004e-17,2.99e-14,6.800000000000001e-17,Wrapped Ether,0xd3f7848b6c554b23bcdc95a3d1bfc223d584b6fc,ETHPOOL,ETHPOOL,2.99e-14,18,45,0x25d928f232d8a7c463978fafe0c4c3803305508c,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,24.897,100000.0,1607000496,2020-12-03 13:01,burn,1607000496,2020-12-03 13:01,52.99689409,3.4000000000000004e-17,-1.0,21.139722222222222h,True,1607000496,1,43,0,0.022727272727272728,0.9772727272727273,0.0,0.0,0.605146154573834,0.0,36,7,4.5,31713,1577.878322304986860942,0x25d928f232d8a7c463978fafe0c4c3803305508c,100.0,0.0,1577.878322304986860942,0x25d928f232d8a7c463978fafe0c4c3803305508c,600000.0,0,1577.8783223,220000
11061630,2020-10-15,0xb4f22617e539056f0cd83c6ebe252c945c1ce21d,2.1e-14,4.8e-17,9.6e-17,MetaMask Swap,0x52efe0efc6965babe9324f0a6fcc59b7748f1b43,MetaMask Swap,MASK,2.1e-14,18,7,0xed01d258a02e5f09a1e1bbb1ed0f853723799047,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,75.0,33000.0,1602786403,2020-10-16 3:26,burn,1602786403,2020-10-16 3:26,75.1062872,4.8e-17,-1.0,1.4105555555555556h,True,1602786403,1,5,0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.32857142857142857,0.0,3,2,1.0,910,1573.213272255227319487,0xed01d258a02e5f09a1e1bbb1ed0f853723799047,100.0,0.0,1573.213272255227319487,0xed01d258a02e5f09a1e1bbb1ed0f853723799047,33000.0,0,1573.21327226,0
10996795,2020-10-05,0x1867b61ef80cfd0f01c48cded7c3f93754ba9869,3.18e-15,3.15e-16,6.3e-16,BRK,0xa5cfdc341be4fb95a143a0603457d151482db075,BRK,BRK,3.18e-15,18,6,0xa595bc23120131b4ce29de497ffda4b65eff14ef,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,494.0,5000.0,1601918350,2020-10-06 2:19,burn,1601918350,2020-10-06 2:19,494.5,3.15e-16,-1.0,0.9172222222222223h,True,1601918350,1,4,0,0.2,0.8,0.0,0.0,0.29802955665024633,0.0,3,1,1.5,406,1571.623364550171097021,0x35df6c986ce88dfff86f113638d389b67aab796b,100.0,0.0,1571.623364550171097021,0xa595bc23120131b4ce29de497ffda4b65eff14ef,10000.0,0,1571.62336455,4696
12505377,2021-05-25,0xd7c1b65d188bba639b08322c55af4c51a1515dea,0.00023742400000000002,5e-18,1e-17,Dogezilla,0x7ecb75422e1d3d3a370f9429ece51da658a25f8a,Dogezilla,DOGEZILLA,0.00023742400000000002,9,140,0x371038d06e118bd2d2487de2a79a893694a3de77,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,10.0,252000000000000.0,1622067858,2021-05-26 22:24,burn,1622067858,2021-05-26 22:24,6.80399971,5e-18,-1.0,26.890833333333333h,True,1622067858,1,136,1,0.007246376811594203,0.9855072463768116,0.007246376811594203,0.0,0.03456429082537411,0.9911022617677254,77,59,1.2833333333333334,64286,1587.44788326456911326,0x371038d06e118bd2d2487de2a79a893694a3de77,100.0,0.0,1587.44788326456911326,0x371038d06e118bd2d2487de2a79a893694a3de77,1000000000000000.0,588000000000000,1571.57340443,14300081342892.15625
13435350,2021-10-17,0xe5dd774776911ec5f4acb129b3a6f22bc6f56f29,465000000000000.0,5.298113828,10.59622766,Barbara Inu,0x57942126b9b4fa372b6110d0e5f4bbdfc1c940eb,Barbara Inu,BARBARA,465000000000000.0,9,39,0x6941d0f35e7b1017d33e7248166dfdf9efd9e6a1,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545598.4642,60733850,5.0,490000000000000.0,1634993305,2021-10-23 12:48,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1634993305,1,36,0,0.02702702702702703,0.972972972972973,0.0,0.0,0.1168183464281778,0.0,18,18,0.9473684210526315,254044,1565.823163508483483138,0x6941d0f35e7b1017d33e7248166dfdf9efd9e6a1,100.0,0.0,1565.823163508483483138,0x6941d0f35e7b1017d33e7248166dfdf9efd9e6a1,1000000000000000.0,456852791878172.5625,1565.82316351,93147208121827.421875
11014572,2020-10-08,0xe63cfcca64b56e43fdd210c44b91841e71ae2e32,3.12e-11,1e-18,1e-18,Meme Gift Token,0xac4b0f55624e405f60c21316b6eba7a3a0c67eb2,Meme Gift Token,MGT,3.12e-11,18,6,0x65cd003109e1792de21bc3153298602d0fee41f7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,0.1,97730000.0,1603802624,2020-10-27 21:43,burn,1603802624,2020-10-27 21:43,0.050198295999999996,1e-18,-1.0,457.5725h,True,1603802624,1,3,1,0.2,0.6,0.2,0.0,0.0006578559142558033,1.0,2,1,1.0,457547,1563.089888650041776105,0x65cd003109e1792de21bc3153298602d0fee41f7,100.0,0.0,1563.089888650041776105,0x65cd003109e1792de21bc3153298602d0fee41f7,100000000.0,0,1563.08988865,48818275.519384346902370452880859375
12602925,2021-06-09,0xe8f813b12856a5a1b460a9dbed900a215f33a6af,0.00045838199999999996,3e-18,6e-18,Pakkun Shinobi's Inu,0x8765536573c56298f03cd1fe5260d6ae07ab4fe9,Pakkun Shinobi's Inu,PAKKUN,0.00045838199999999996,9,408,0x0c66e429b0512bdc816338caa2975c8db7dae8db,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,2.7,900000000000000.0,1625874543,2021-07-09 23:49,burn,1625874543,2021-07-09 23:49,3.500711158,3e-18,-1.0,721.6469444444444h,True,1625874543,1,406,0,0.002457002457002457,0.9975429975429976,0.0,0.0,0.02248136859575059,0.0,172,234,0.7319148936170212,792345,1558.845726811989563174,0x0c66e429b0512bdc816338caa2975c8db7dae8db,100.0,0.0,1558.845726811989563174,0x0c66e429b0512bdc816338caa2975c8db7dae8db,1000000000000000.0,99999999999999.984375,1558.84572681,0
10987024,2020-10-04,0x057f3d45e82bf068217c80c67035237b594ca7fd,1.69e-14,6e-17,1.2e-16,YGY Finance,0x3d4a325b1794d9a68886fcac00c549bdb4e8052f,YGY Finance,YGY,1.69e-14,18,6,0xee36de94e1be4932acb832c6a3d9d84687153be8,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,90.0,27000.0,1601917297,2020-10-06 2:01,burn,1601917297,2020-10-06 2:01,92.27209485,6e-17,-1.0,37.28916666666667h,True,1601917297,1,4,0,0.2,0.8,0.0,0.0,0.2609156311314585,0.0,4,0,4.0,76450,1558.845726811989563174,0xee36de94e1be4932acb832c6a3d9d84687153be8,100.0,0.0,1558.845726811989563174,0xee36de94e1be4932acb832c6a3d9d84687153be8,30000.0,0,1558.84572681,3000
13044403,2021-08-17,0x42a668942682f6d7e242c550f06fa9562bf1241f,2.98e-13,4e-18,8e-18,Low Float Gem - https://t.me/lowfloatgem,0x4834807440aadf5c53c03208224952b420eba267,Low Float Gem - https://t.me/lowfloatgem,$LFG,2.98e-13,18,13,0xeb2a0cae77d66a158c7597c7c135933f0719d758,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,4.8,500000.0,1629278092,2021-08-18 9:14,burn,1629278092,2021-08-18 9:14,5.193860205,4e-18,-1.0,14.443055555555556h,True,1629278092,1,11,0,0.08333333333333333,0.9166666666666666,0.0,0.0,0.40217391304347827,0.0,11,0,11.0,644,1549.193338482966753071,0xeb2a0cae77d66a158c7597c7c135933f0719d758,100.0,0.0,1549.193338482966753071,0xeb2a0cae77d66a158c7597c7c135933f0719d758,500000.0,0,1549.19333848,0
11021853,2020-10-09,0x86097a4ec4af53c76187b8c5b344495bbf426926,5.2e-17,1.94e-14,1.04e-16,Wrapped Ether,0xd7aa9049c88216a4f02fb145a56049717d1ffea6,Sushi 2,Sushi2,1.94e-14,18,7,0x31d825e0e670725f778022a9e0f38c5dc94e1947,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,80.0,30000.0,1602256339,2020-10-10 0:12,burn,1602256339,2020-10-10 0:12,80.0117632,5.2e-17,-1.0,0.6105555555555555h,True,1602256339,1,5,0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.2855603448275862,0.0,2,3,0.5,928,1549.193338482966753071,0x31d825e0e670725f778022a9e0f38c5dc94e1947,100.0,0.0,1549.193338482966753071,0x31d825e0e670725f778022a9e0f38c5dc94e1947,30000.0,0,1549.19333848,0
11598726,2021-01-06,0x30e2ceb33cdc285649a6bda967127050c3d717ff,7.440000000000001e-15,1.35e-16,2.7e-16,Protocol Finance,0x19727031bc791a5d2b093260d021548ddee2e85b,Protocol Finance,PFI,7.440000000000001e-15,18,10,0x66d2dd787f7303d29db8df76eff769f38c5dae31,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,200.0,12000.0,1610081104,2021-01-08 13:45,burn,1610081104,2021-01-08 13:45,208.37,1.35e-16,-1.0,48.68527777777778h,True,1610081104,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.3679814385150812,0.0,8,0,8.0,2155,1549.193338482966753071,0x66d2dd787f7303d29db8df76eff769f38c5dae31,100.0,0.0,1549.193338482966753071,0x66d2dd787f7303d29db8df76eff769f38c5dae31,20000.0,0,1549.19333848,5268.25
11198512,2020-11-05,0xce396c58704b181c50ad3611623a57ae1262c9e2,7.24e-14,1.4000000000000003e-17,2.8000000000000005e-17,dcs,0xadf4417de3050af7efd3552ae4ece8853ba88af7,dcs,DCS,7.24e-14,18,23,0x658c9b010e99c060382da500619b6fe6fa66922c,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,16.0,150000.0,1604605578,2020-11-05 19:46,burn,1604605578,2020-11-05 19:46,21.49133013,1.4000000000000003e-17,-1.0,2.465h,True,1604605578,1,21,0,0.045454545454545456,0.9545454545454546,0.0,0.0,0.4665986163094023,0.0,15,6,2.142857142857143,8817,1549.193338482966753071,0x658c9b010e99c060382da500619b6fe6fa66922c,100.0,0.0,1549.193338482966753071,0x658c9b010e99c060382da500619b6fe6fa66922c,150000.0,0,1549.19333848,16794.9581356700000469572842121124267578125
11066974,2020-10-16,0xdc5d24de6cd4718c6ab055c4946b56db72001f5d,1.76e-14,5.699999999999999e-17,1.1399999999999998e-16,Curry,0x23f7afa627b59fcbf5494511e4bfd127600f77aa,Curry,CURRY,1.76e-14,18,6,0x462a3ba8c8ee72d5316afc2e688f797c46a1d4de,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,80.0,30000.0,1602925806,2020-10-17 18:10,burn,1602925806,2020-10-17 18:10,87.95916682,5.699999999999999e-17,-1.0,20.633333333333333h,True,1602925806,1,4,0,0.2,0.8,0.0,0.0,0.49976156413924655,0.0,4,0,4.0,6291,1549.193338482966753071,0x462a3ba8c8ee72d5316afc2e688f797c46a1d4de,100.0,0.0,1549.193338482966753071,0x462a3ba8c8ee72d5316afc2e688f797c46a1d4de,49999.99999999999,0,1549.19333848,21365.53504058999897097237408161163330078125
11201773,2020-11-06,0xbb56c9a4749324db68e0899d20673a51ae8dc1be,1.86e-14,5.4e-17,1.08e-16,Koil Finance,0x02cf994ff0cb1d0778e87ece735abc63322d3140,Koil Finance,KOIL,1.86e-14,18,11,0xd799182af6a09d56229eb56567dddbc99f6ab104,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,80.0,30000.0,1604647427,2020-11-06 16:23,burn,1604647427,2020-11-06 16:23,83.30164013,5.4e-17,-1.0,2.2888888888888888h,True,1604647427,1,9,0,0.1,0.9,0.0,0.0,0.5610425240054869,0.0,8,1,4.0,1458,1549.193338482966753071,0xd799182af6a09d56229eb56567dddbc99f6ab104,100.0,0.0,1549.193338482966753071,0xd799182af6a09d56229eb56567dddbc99f6ab104,99999.99999999999,0,1549.19333848,69635.88920000000507570803165435791015625
